kills_first_4_min,assists_first_4_min,camps_cleared_first_4_min,gold_earned_first_4_min,win,kills_details,summoner_spells,champion,first_item,level_at_first_blood,firstBlood,gold_per_minute,game_type
1,1,12,1383,True,[185277],"(4, 11)",Rammus,Green,1,False,345.75,Ranked Solo/Duo
0,0,28,1395,False,[],"(4, 11)",Amumu,Green,4,False,348.75,Ranked Solo/Duo
0,0,24,1315,True,[],"(11, 4)",Khazix,Blue,4,False,328.75,Ranked Solo/Duo
0,0,20,1235,True,[],"(4, 11)",JarvanIV,Green,2,False,308.75,Ranked Solo/Duo
0,0,24,1335,False,[],"(11, 4)",Brand,Red,2,False,333.75,Ranked Solo/Duo
0,0,20,1255,False,[],"(11, 4)",LeeSin,Blue,3,False,313.75,Ranked Flex
0,0,24,1335,True,[],"(6, 11)",Nasus,Blue,3,False,333.75,Ranked Flex
0,0,28,1395,True,[],"(4, 11)",Skarner,Blue,2,False,348.75,Ranked Flex
0,1,24,1388,False,[],"(11, 4)",Shyvana,Red,2,False,347.0,Ranked Flex
0,0,16,1160,False,[],"(4, 11)",Lillia,Blue,3,False,290.0,Ranked Flex
0,0,28,1366,True,[],"(4, 11)",Viego,Green,3,False,341.5,Ranked Flex
0,1,23,1380,False,[],"(4, 11)",Viego,Blue,1,False,345.0,Ranked Solo/Duo
0,0,24,1286,True,[],"(4, 11)",LeeSin,Red,1,False,321.5,Ranked Solo/Duo
1,0,20,1651,False,[142201],"(11, 4)",Graves,Red,2,False,412.75,Ranked Solo/Duo
1,0,24,1690,True,[237888],"(4, 11)",Kayn,Blue,2,False,422.5,Ranked Solo/Duo
0,0,24,1310,False,[],"(4, 11)",JarvanIV,Green,4,False,327.5,Ranked Solo/Duo
0,0,24,1356,True,[],"(11, 4)",Taliyah,Red,4,False,339.0,Ranked Solo/Duo
0,0,28,1400,False,[],"(11, 4)",Brand,Red,3,False,350.0,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Amumu,Green,3,False,348.75,Ranked Solo/Duo
0,0,16,1183,False,[],"(11, 4)",Rengar,Blue,2,False,295.75,Ranked Solo/Duo
1,1,15,1603,True,[154958],"(4, 11)",Belveth,Blue,3,True,400.75,Ranked Solo/Duo
0,1,28,1550,True,[],"(4, 11)",Shyvana,Red,3,False,387.5,Ranked Solo/Duo
0,0,28,1415,False,[],"(6, 11)",Udyr,Red,3,False,353.75,Ranked Solo/Duo
0,0,24,1335,False,[],"(4, 11)",Zac,Blue,5,False,333.75,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Amumu,Green,5,False,348.75,Ranked Solo/Duo
1,0,20,1566,False,[185926],"(4, 11)",Vi,Green,2,False,391.5,Ranked Solo/Duo
0,1,24,1374,True,[],"(11, 4)",Lillia,Green,2,False,343.5,Ranked Solo/Duo
0,0,24,1335,False,[],"(4, 11)",Kayn,Green,4,False,333.75,Ranked Solo/Duo
0,0,28,1395,True,[],"(6, 11)",Hecarim,Blue,4,False,348.75,Ranked Solo/Duo
0,2,28,1564,True,[],"(3, 11)",Karthus,Red,4,False,391.0,Ranked Solo/Duo
0,0,28,1395,False,[],"(4, 11)",Amumu,Green,4,False,348.75,Ranked Solo/Duo
0,0,32,1456,True,[],"(4, 11)",MasterYi,Blue,4,False,364.0,Ranked Solo/Duo
1,0,24,1635,False,[211267],"(11, 4)",Shyvana,Red,4,False,408.75,Ranked Solo/Duo
1,0,16,1460,True,[207056],"(11, 4)",Talon,Blue,3,False,365.0,Ranked Solo/Duo
0,0,20,1216,False,[],"(11, 4)",Shyvana,Red,3,False,304.0,Ranked Solo/Duo
0,0,28,1395,False,[],"(11, 4)",Volibear,Green,3,False,348.75,Ranked Solo/Duo
0,0,28,1409,True,[],"(4, 11)",Nidalee,Red,3,False,352.25,Ranked Solo/Duo
0,0,28,1395,False,[],"(11, 4)",Shyvana,Red,3,False,348.75,Ranked Solo/Duo
0,0,28,1395,True,[],"(11, 6)",Hecarim,Blue,3,False,348.75,Ranked Solo/Duo
1,1,16,1590,False,[200861],"(11, 14)",Shaco,Blue,3,False,397.5,Ranked Solo/Duo
1,0,20,1545,True,[200488],"(4, 11)",Amumu,Green,3,False,386.25,Ranked Solo/Duo
0,0,28,1400,True,[],"(4, 11)",MasterYi,Blue,4,False,350.0,Ranked Solo/Duo
1,0,28,1700,False,[239568],"(11, 6)",Hecarim,Blue,4,False,425.0,Ranked Solo/Duo
0,0,22,1284,False,[],"(4, 11)",Graves,Blue,4,False,321.0,Ranked Solo/Duo
0,1,21,1537,True,[],"(4, 11)",MasterYi,Blue,4,False,384.25,Ranked Solo/Duo
0,0,20,1245,True,[],"(6, 11)",Khazix,Blue,3,False,311.25,Ranked Solo/Duo
0,0,20,1235,False,[],"(11, 4)",LeeSin,Red,3,False,308.75,Ranked Solo/Duo
1,0,16,1568,False,[112628],"(4, 11)",Viego,Blue,2,True,392.0,Ranked Solo/Duo
0,0,20,1250,True,[],"(11, 4)",Poppy,Blue,2,False,312.5,Ranked Solo/Duo
0,1,16,1275,False,[],"(11, 4)",Pantheon,Green,1,False,318.75,Ranked Solo/Duo
0,0,16,1150,True,[],"(4, 11)",XinZhao,Red,1,False,287.5,Ranked Solo/Duo
0,0,28,1395,True,[],"(11, 6)",MasterYi,Blue,2,False,348.75,Normal Draft
1,1,20,1572,False,[176629],"(4, 11)",Elise,Red,1,False,393.0,Normal Draft
0,0,24,1335,False,[],"(4, 11)",Nidalee,Red,1,False,333.75,Normal Draft
1,0,28,1688,True,[236097],"(4, 11)",Udyr,Blue,2,False,422.0,Normal Draft
0,0,20,1226,True,[],"(4, 11)",JarvanIV,Green,3,False,306.5,Normal Draft
0,0,28,1395,False,[],"(11, 4)",Vi,No Item,3,False,348.75,Normal Draft
0,1,12,1232,False,[],"(4, 11)",Viego,Blue,1,False,308.0,Normal Draft
0,0,12,1041,True,[],"(11, 4)",Nunu,Blue,1,False,260.25,Normal Draft
0,0,24,1335,True,[],"(4, 11)",Ekko,Red,4,False,333.75,Normal Draft
1,0,24,1635,False,[231505],"(11, 4)",LeeSin,Red,4,False,408.75,Normal Draft
0,2,24,1533,True,[],"(11, 4)",Ekko,Blue,3,False,383.25,Normal Draft
0,0,20,1226,False,[],"(11, 4)",Poppy,Blue,3,False,306.5,Normal Draft
0,0,20,1225,False,[],"(11, 4)",Warwick,Blue,5,False,306.25,Normal Draft
0,0,27,1381,True,[],"(4, 11)",Vayne,Blue,5,False,345.25,Normal Draft
0,0,28,1375,False,[],"(4, 11)",Shyvana,Blue,3,False,343.75,Normal Draft
0,0,26,1301,True,[],"(11, 4)",Warwick,Blue,3,False,325.25,Normal Draft
0,0,28,1395,False,[],"(11, 4)",LeeSin,Red,4,False,348.75,Normal Draft
0,0,24,1356,True,[],"(4, 11)",Gangplank,Red,4,False,339.0,Normal Draft
2,1,28,2029,True,"[216672, 232971]","(3, 11)",Karthus,Red,2,False,507.25,Normal Draft
0,0,20,1206,False,[],"(11, 4)",Sylas,Blue,2,False,301.5,Normal Draft
0,0,19,1207,False,[],"(4, 11)",Rengar,Red,3,False,301.75,Ranked Solo/Duo
0,0,32,1475,True,[],"(11, 6)",Udyr,Blue,3,False,368.75,Ranked Solo/Duo
2,0,24,1915,True,"[217560, 234940]","(11, 4)",Morgana,Blue,3,False,478.75,Ranked Solo/Duo
0,0,12,1040,False,[],"(11, 4)",Briar,No Item,3,False,260.0,Ranked Solo/Duo
0,0,26,1395,True,[],"(11, 4)",Ivern,No Item,4,False,348.75,Ranked Solo/Duo
0,1,24,1535,False,[],"(11, 4)",Udyr,Blue,4,False,383.75,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Lillia,Blue,4,False,348.75,Ranked Solo/Duo
0,0,24,1335,False,[],"(11, 6)",Rammus,Blue,4,False,333.75,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Shyvana,Red,3,False,348.75,Ranked Solo/Duo
0,0,28,1395,False,[],"(11, 4)",Nocturne,Red,3,False,348.75,Ranked Solo/Duo
1,2,16,1756,True,[221229],"(11, 4)",Viego,Blue,3,False,439.0,Ranked Solo/Duo
0,0,24,1335,False,[],"(11, 6)",Hecarim,Blue,3,False,333.75,Ranked Solo/Duo
0,0,28,1400,False,[],"(4, 11)",Viego,Blue,4,False,350.0,Ranked Solo/Duo
0,0,28,1395,True,[],"(11, 4)",Kayn,Blue,4,False,348.75,Ranked Solo/Duo
1,0,24,1785,False,[207169],"(11, 4)",Briar,Blue,4,True,446.25,Ranked Solo/Duo
0,0,16,1145,True,[],"(4, 11)",Khazix,Blue,3,False,286.25,Ranked Solo/Duo
0,0,28,1395,False,[],"(6, 11)",Hecarim,Blue,3,False,348.75,Ranked Solo/Duo
0,0,24,1335,True,[],"(11, 14)",Shaco,Blue,3,False,333.75,Ranked Solo/Duo
0,1,20,1451,False,[],"(4, 11)",Ekko,Blue,4,False,362.75,Ranked Solo/Duo
0,0,24,1335,True,[],"(4, 11)",Taliyah,Red,4,False,333.75,Ranked Solo/Duo
0,1,24,1430,False,[],"(4, 11)",Udyr,Blue,3,False,357.5,Ranked Solo/Duo
0,0,28,1395,True,[],"(11, 4)",Belveth,Blue,3,False,348.75,Ranked Solo/Duo
0,0,28,1395,True,[],"(6, 11)",Gwen,Red,4,False,348.75,Ranked Solo/Duo
0,0,28,1395,False,[],"(4, 11)",Shyvana,No Item,4,False,348.75,Ranked Solo/Duo
0,0,28,1392,False,[],"(4, 11)",Warwick,Blue,4,False,348.0,Ranked Solo/Duo
0,2,22,1410,True,[],"(11, 4)",Zyra,Red,3,False,352.5,Ranked Solo/Duo
0,0,28,1395,False,[],"(11, 4)",Brand,Red,4,False,348.75,Ranked Solo/Duo
0,0,28,1395,True,[],"(6, 11)",Khazix,Blue,4,False,348.75,Ranked Solo/Duo
1,0,24,1682,True,[223973],"(11, 4)",Khazix,Red,2,False,420.5,Ranked Solo/Duo
0,0,20,1255,False,[],"(11, 4)",Elise,Red,2,False,313.75,Ranked Solo/Duo
1,0,20,1626,True,[215514],"(6, 11)",Hecarim,Blue,3,True,406.5,Ranked Solo/Duo
0,0,24,1335,False,[],"(4, 11)",Amumu,Green,4,False,333.75,Ranked Solo/Duo
1,0,24,1735,False,[238447],"(11, 4)",Lillia,Blue,4,True,433.75,Ranked Solo/Duo
0,0,28,1395,True,[],"(11, 4)",Shyvana,Red,4,False,348.75,Ranked Solo/Duo
0,0,24,1335,True,[],"(11, 4)",Rumble,Red,3,False,333.75,Ranked Solo/Duo
0,0,24,1286,False,[],"(11, 4)",LeeSin,Red,3,False,321.5,Ranked Solo/Duo
0,0,12,1054,False,[],"(11, 4)",Kayn,Red,3,False,263.5,Ranked Solo/Duo
0,0,24,1325,True,[],"(11, 4)",MonkeyKing,Green,4,False,331.25,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Shyvana,Red,4,False,348.75,Ranked Solo/Duo
0,0,27,1386,False,[],"(11, 4)",Graves,Red,4,False,346.5,Ranked Solo/Duo
0,0,24,1315,False,[],"(11, 4)",Khazix,Blue,4,True,328.75,Ranked Flex
0,0,28,1395,True,[],"(4, 11)",Nocturne,Red,4,False,348.75,Ranked Flex
0,0,24,1340,False,[],"(4, 11)",Brand,Red,4,False,335.0,Ranked Flex
0,0,24,1315,True,[],"(11, 4)",Gragas,Red,4,False,328.75,Ranked Flex
0,1,20,1293,True,[],"(14, 11)",Shaco,Blue,3,False,323.25,Ranked Solo/Duo
1,0,20,1591,False,[187422],"(11, 4)",XinZhao,Green,3,False,397.75,Ranked Solo/Duo
1,0,12,1450,False,[209761],"(11, 4)",XinZhao,Red,2,False,362.5,Ranked Solo/Duo
0,0,27,1339,True,[],"(11, 6)",Yorick,Blue,2,False,334.75,Ranked Solo/Duo
1,0,24,1655,True,[218998],"(11, 4)",XinZhao,Blue,4,False,413.75,Ranked Solo/Duo
0,0,16,1116,False,[],"(11, 4)",Nidalee,Blue,3,False,279.0,Ranked Solo/Duo
0,0,28,1400,True,[],"(11, 4)",XinZhao,Blue,3,False,350.0,Ranked Solo/Duo
0,0,28,1395,False,[],"(11, 4)",LeeSin,Red,3,False,348.75,Ranked Solo/Duo
1,1,24,1805,False,[217307],"(11, 4)",XinZhao,Blue,4,False,451.25,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Nocturne,Red,4,False,348.75,Ranked Solo/Duo
1,1,24,1730,True,[222202],"(11, 4)",XinZhao,Blue,4,False,432.5,Ranked Solo/Duo
0,0,20,1225,False,[],"(14, 11)",Talon,Blue,3,False,306.25,Ranked Solo/Duo
1,0,22,1600,False,[193474],"(4, 11)",Khazix,Blue,1,False,400.0,Ranked Solo/Duo
0,0,18,1225,True,[],"(11, 4)",XinZhao,Blue,2,False,306.25,Ranked Solo/Duo
0,0,28,1395,True,[],"(11, 4)",Udyr,Blue,4,False,348.75,Ranked Solo/Duo
0,0,24,1286,False,[],"(4, 11)",LeeSin,Blue,4,False,321.5,Ranked Solo/Duo
1,0,22,1600,False,[193474],"(4, 11)",Khazix,Blue,1,False,400.0,Ranked Solo/Duo
0,0,18,1225,True,[],"(11, 4)",XinZhao,Blue,2,False,306.25,Ranked Solo/Duo
0,0,12,1085,False,[],"(11, 4)",JarvanIV,Green,1,False,271.25,Ranked Solo/Duo
1,1,22,1796,True,[44709],"(11, 4)",Evelynn,Blue,1,True,449.0,Ranked Solo/Duo
0,0,28,1451,True,[],"(4, 11)",FiddleSticks,Red,3,False,362.75,Ranked Solo/Duo
0,0,24,1315,False,[],"(4, 11)",MasterYi,Green,3,False,328.75,Ranked Solo/Duo
0,0,24,1335,True,[],"(4, 11)",Brand,Red,4,False,333.75,Ranked Flex
0,0,24,1315,False,[],"(4, 11)",LeeSin,Red,4,False,328.75,Ranked Flex
2,0,16,1749,False,"[186102, 195854]","(4, 11)",Skarner,Blue,3,False,437.25,Ranked Flex
0,0,12,1060,True,[],"(4, 11)",Khazix,Red,3,False,265.0,Ranked Flex
0,0,28,1376,False,[],"(11, 4)",Sejuani,Green,4,False,344.0,Ranked Flex
0,0,20,1226,True,[],"(11, 4)",Zac,Red,3,False,306.5,Ranked Flex
0,0,20,1250,True,[],"(4, 11)",Lillia,Blue,3,False,312.5,Ranked Flex
0,0,24,1356,False,[],"(11, 6)",Hecarim,Blue,4,False,339.0,Ranked Flex
0,0,24,1315,True,[],"(11, 4)",Amumu,Green,3,False,328.75,Ranked Flex
1,0,24,1651,False,[232636],"(4, 11)",Belveth,Blue,3,False,412.75,Ranked Flex
0,1,24,1366,True,[],"(11, 4)",Zac,Green,2,False,341.5,Ranked Flex
0,0,24,1335,False,[],"(4, 11)",Sylas,Green,2,False,333.75,Ranked Flex
0,0,20,1255,False,[],"(11, 4)",XinZhao,Blue,3,False,313.75,Ranked Solo/Duo
0,0,12,1031,True,[],"(14, 11)",Kayn,Blue,3,False,257.75,Ranked Solo/Duo
0,0,28,1395,False,[],"(4, 11)",Taliyah,Red,2,False,348.75,Ranked Solo/Duo
1,1,16,1763,True,[60751],"(4, 11)",Nocturne,Red,2,True,440.75,Ranked Solo/Duo
0,1,20,1451,False,[],"(4, 11)",Ekko,Blue,4,False,362.75,Ranked Solo/Duo
0,0,24,1335,True,[],"(4, 11)",Taliyah,Red,4,False,333.75,Ranked Solo/Duo
0,0,0,516,False,[],"(4, 11)",Taliyah,Red,1,False,129.0,Ranked Solo/Duo
0,0,4,590,True,[],"(4, 11)",Brand,Red,2,False,147.5,Ranked Solo/Duo
1,0,28,1715,True,[221377],"(11, 4)",Shyvana,Red,4,False,428.75,Ranked Solo/Duo
1,0,20,1613,False,[209252],"(4, 11)",Taliyah,Red,4,False,403.25,Ranked Solo/Duo
0,0,28,1395,False,[],"(4, 11)",Taliyah,Red,2,False,348.75,Ranked Solo/Duo
1,0,24,1761,True,[65010],"(11, 4)",Warwick,Green,2,True,440.25,Ranked Solo/Duo
0,0,28,1395,True,[],"(11, 6)",Hecarim,Blue,3,False,348.75,Ranked Solo/Duo
0,0,28,1395,False,[],"(4, 11)",Udyr,Blue,3,False,348.75,Ranked Solo/Duo
1,0,24,1740,True,[228032],"(4, 11)",Belveth,Blue,4,True,435.0,Ranked Solo/Duo
1,0,24,1665,False,[236683],"(4, 11)",Taliyah,Red,4,False,416.25,Ranked Solo/Duo
0,0,24,1315,True,[],"(4, 11)",Taliyah,Red,4,False,328.75,Ranked Solo/Duo
1,0,16,1491,False,[188502],"(11, 4)",Nocturne,Red,3,False,372.75,Ranked Solo/Duo
0,0,24,1335,True,[],"(4, 11)",Taliyah,Red,2,False,333.75,Ranked Solo/Duo
0,0,24,1315,False,[],"(11, 4)",Khazix,Blue,2,False,328.75,Ranked Solo/Duo
2,0,20,1822,True,"[187047, 190320]","(11, 4)",Evelynn,Red,3,False,455.5,Normal Draft
0,1,16,1287,False,[],"(11, 14)",Shaco,Blue,3,False,321.75,Normal Draft
0,0,27,1402,True,[],"(4, 11)",Shyvana,Red,3,False,350.5,Normal Draft
1,0,24,1636,False,[212421],"(11, 4)",Volibear,Blue,3,False,409.0,Normal Draft
1,0,21,1526,False,[181963],"(11, 6)",Taric,Green,1,False,381.5,Normal Draft
0,0,15,1085,True,[],"(14, 11)",Shaco,Blue,2,False,271.25,Normal Draft
2,3,12,2001,True,"[64198, 132832]","(4, 11)",XinZhao,Blue,1,True,500.25,Normal Draft
0,0,20,1227,False,[],"(4, 11)",Udyr,Blue,2,False,306.75,Normal Draft
1,0,16,1520,False,[231423],"(4, 11)",Shyvana,Red,3,False,380.0,Ranked Solo/Duo
0,0,20,1230,True,[],"(11, 6)",Mordekaiser,Blue,3,False,307.5,Ranked Solo/Duo
0,0,12,1060,True,[],"(11, 4)",RekSai,Red,3,False,265.0,Normal Draft
0,1,24,1515,False,[],"(11, 4)",Morgana,Red,3,False,378.75,Normal Draft
0,1,20,1364,False,[],"(4, 11)",Kayn,Blue,2,False,341.0,Ranked Solo/Duo
0,1,24,1340,True,[],"(11, 4)",Zed,Red,2,False,335.0,Ranked Solo/Duo
0,1,12,1243,True,[],"(6, 11)",Chogath,Blue,3,False,310.75,Ranked Solo/Duo
1,0,20,1598,False,[209098],"(11, 4)",Graves,No Item,3,False,399.5,Ranked Solo/Duo
0,0,24,1355,False,[],"(11, 4)",FiddleSticks,Blue,3,False,338.75,Ranked Solo/Duo
0,0,23,1321,True,[],"(4, 11)",Khazix,Blue,3,False,330.25,Ranked Solo/Duo
0,0,24,1371,False,[],"(11, 4)",Karthus,Red,3,False,342.75,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Lillia,Blue,3,False,348.75,Ranked Solo/Duo
0,0,12,1040,False,[],"(4, 11)",Vi,Green,3,False,260.0,Ranked Solo/Duo
0,0,20,1206,True,[],"(4, 11)",Khazix,Blue,4,False,301.5,Ranked Solo/Duo
1,0,28,1733,False,[203304],"(4, 11)",Zed,Red,3,False,433.25,Ranked Solo/Duo
1,0,24,1685,True,[153698],"(4, 11)",Lillia,Green,3,False,421.25,Ranked Solo/Duo
0,0,16,1145,False,[],"(11, 4)",Rengar,Blue,3,False,286.25,Ranked Solo/Duo
2,0,16,1900,True,"[175882, 198805]","(11, 4)",Trundle,Red,3,True,475.0,Ranked Solo/Duo
1,0,16,1450,False,[186286],"(14, 11)",Shaco,Blue,3,False,362.5,Ranked Solo/Duo
0,0,20,1193,True,[],"(4, 11)",FiddleSticks,Red,3,False,298.25,Ranked Solo/Duo
0,0,28,1395,False,[],"(11, 4)",Amumu,Green,4,False,348.75,Ranked Solo/Duo
1,0,24,1735,True,[226806],"(4, 11)",Zac,No Item,4,True,433.75,Ranked Solo/Duo
0,0,12,1031,False,[],"(4, 11)",Graves,Red,3,False,257.75,Ranked Solo/Duo
0,1,24,1485,True,[],"(4, 11)",Shyvana,Red,4,False,371.25,Ranked Solo/Duo
0,0,24,1335,True,[],"(11, 4)",Shyvana,Red,3,False,333.75,Ranked Solo/Duo
0,2,16,1549,False,[],"(11, 4)",Briar,Green,3,False,387.25,Ranked Solo/Duo
0,0,28,1395,False,[],"(4, 11)",Nocturne,Red,4,False,348.75,Ranked Flex
0,1,28,1623,True,[],"(4, 11)",Viego,Blue,4,False,405.75,Ranked Flex
0,0,28,1431,False,[],"(11, 4)",Rengar,Blue,1,False,357.75,Ranked Solo/Duo
1,2,24,1762,True,[212061],"(6, 11)",Gwen,Blue,1,False,440.5,Ranked Solo/Duo
0,0,16,1145,False,[],"(11, 4)",Rengar,Blue,3,False,286.25,Ranked Solo/Duo
2,0,16,1900,True,"[175882, 198805]","(11, 4)",Trundle,Red,3,True,475.0,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Diana,Red,1,False,348.75,Ranked Solo/Duo
1,0,27,1801,False,[46836],"(4, 11)",Volibear,Blue,1,True,450.25,Ranked Solo/Duo
0,0,28,1395,False,[],"(11, 4)",Graves,Red,3,False,348.75,Ranked Solo/Duo
1,0,24,1664,True,[230517],"(11, 6)",Khazix,Blue,3,False,416.0,Ranked Solo/Duo
0,0,28,1395,False,[],"(4, 11)",Kindred,Red,3,False,348.75,Ranked Solo/Duo
1,1,26,1849,True,[237443],"(11, 4)",Ivern,Blue,3,False,462.25,Ranked Solo/Duo
0,0,24,1286,True,[],"(11, 4)",Riven,Red,3,False,321.5,Ranked Solo/Duo
0,1,12,1201,False,[],"(11, 4)",Gragas,Blue,3,False,300.25,Ranked Solo/Duo
0,1,28,1517,False,[],"(11, 4)",Khazix,Blue,1,False,379.25,Ranked Solo/Duo
0,1,20,1321,True,[],"(4, 11)",Taliyah,Red,1,False,330.25,Ranked Solo/Duo
0,0,16,1145,False,[],"(4, 11)",Diana,No Item,2,False,286.25,Ranked Solo/Duo
1,0,28,1745,True,[230934],"(6, 11)",Udyr,Blue,3,False,436.25,Ranked Solo/Duo
0,0,27,1381,True,[],"(11, 6)",Udyr,Blue,4,True,345.25,Ranked Solo/Duo
0,0,28,1435,False,[],"(6, 11)",Khazix,Blue,5,False,358.75,Ranked Solo/Duo
1,0,20,1498,True,[200339],"(4, 11)",Elise,Red,3,False,374.5,Ranked Solo/Duo
1,1,8,1523,False,[145374],"(11, 4)",MasterYi,Blue,2,False,380.75,Ranked Solo/Duo
0,0,8,985,False,[],"(4, 11)",Lillia,Blue,1,False,246.25,Ranked Flex
0,4,20,1541,True,[],"(11, 4)",MonkeyKing,Blue,2,False,385.25,Ranked Flex
1,0,16,1436,False,[215013],"(4, 11)",Diana,Red,2,False,359.0,Ranked Solo/Duo
0,0,12,1081,True,[],"(4, 11)",Ekko,Red,2,False,270.25,Ranked Solo/Duo
0,0,24,1340,False,[],"(4, 11)",Diana,Red,3,False,335.0,Ranked Solo/Duo
0,0,28,1395,True,[],"(11, 4)",Viego,Green,3,False,348.75,Ranked Solo/Duo
0,1,20,1236,True,[],"(4, 11)",FiddleSticks,Blue,2,False,309.0,Ranked Solo/Duo
0,0,24,1335,False,[],"(4, 11)",MasterYi,Blue,2,False,333.75,Ranked Solo/Duo
0,0,24,1355,False,[],"(4, 11)",Rumble,Red,3,False,338.75,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Diana,Red,3,False,348.75,Ranked Solo/Duo
0,0,20,1206,True,[],"(4, 11)",Ekko,Red,3,False,301.5,Ranked Solo/Duo
0,0,20,1206,False,[],"(4, 11)",Diana,Red,3,False,301.5,Ranked Solo/Duo
1,0,16,1525,True,[193776],"(4, 11)",MasterYi,Red,3,False,381.25,Ranked Flex
0,1,16,1324,False,[],"(4, 11)",Sylas,Red,3,False,331.0,Ranked Flex
0,0,28,1395,True,[],"(4, 11)",Diana,Red,1,False,348.75,Ranked Solo/Duo
1,0,27,1801,False,[46836],"(4, 11)",Volibear,Blue,1,True,450.25,Ranked Solo/Duo
1,0,16,1450,False,[205718],"(4, 11)",Diana,Red,3,False,362.5,Ranked Solo/Duo
0,0,24,1364,True,[],"(4, 11)",Kayn,Blue,4,False,341.0,Ranked Solo/Duo
0,0,28,1395,False,[],"(4, 11)",Diana,Red,4,False,348.75,Ranked Solo/Duo
1,0,28,1815,True,[232569],"(11, 4)",Khazix,Blue,4,True,453.75,Ranked Solo/Duo
0,0,16,1155,False,[],"(11, 4)",MasterYi,Blue,3,False,288.75,Ranked Solo/Duo
0,0,24,1335,True,[],"(11, 4)",Briar,Red,4,False,333.75,Ranked Solo/Duo
2,2,12,1865,True,"[91843, 185080]","(11, 14)",Shaco,Blue,1,False,466.25,Ranked Solo/Duo
0,1,24,1361,False,[],"(4, 11)",FiddleSticks,Blue,1,False,340.25,Ranked Solo/Duo
1,0,16,1605,False,[229422],"(4, 11)",Khazix,Blue,3,True,401.25,Ranked Solo/Duo
1,0,24,1627,True,[233764],"(11, 4)",Shyvana,Blue,4,False,406.75,Ranked Solo/Duo
0,0,28,1392,False,[],"(11, 4)",Amumu,Red,3,False,348.0,Ranked Solo/Duo
0,1,23,1487,True,[],"(4, 11)",Kayn,Green,3,False,371.75,Ranked Solo/Duo
0,0,27,1353,False,[],"(4, 11)",Nocturne,Red,3,False,338.25,Ranked Solo/Duo
0,1,24,1485,True,[],"(4, 11)",Vi,Blue,3,False,371.25,Ranked Solo/Duo
0,0,16,1145,False,[],"(11, 4)",Briar,Blue,3,False,286.25,Ranked Solo/Duo
0,2,20,1592,True,[],"(11, 4)",Elise,Red,3,False,398.0,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Viego,Blue,4,False,348.75,Ranked Solo/Duo
0,1,22,1419,False,[],"(4, 11)",LeeSin,No Item,4,False,354.75,Ranked Solo/Duo
0,0,24,1286,True,[],"(4, 11)",Evelynn,Blue,3,False,321.5,Ranked Solo/Duo
1,0,28,1845,False,[211546],"(4, 11)",Khazix,Blue,4,True,461.25,Ranked Solo/Duo
1,0,24,1636,False,[239884],"(6, 11)",Hecarim,Blue,1,False,409.0,Ranked Solo/Duo
0,0,24,1389,True,[],"(4, 11)",FiddleSticks,Blue,1,False,347.25,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Diana,Blue,4,False,348.75,Ranked Solo/Duo
2,0,24,2075,False,"[237990, 237990]","(11, 4)",XinZhao,Blue,4,True,518.75,Ranked Solo/Duo
0,0,16,1155,True,[],"(11, 4)",XinZhao,Red,3,False,288.75,Ranked Solo/Duo
0,2,20,1501,False,[],"(4, 11)",Viego,Blue,3,False,375.25,Ranked Solo/Duo
0,1,16,1357,False,[],"(4, 11)",Warwick,Green,3,False,339.25,Normal Draft
0,0,28,1395,True,[],"(4, 11)",Briar,Green,3,False,348.75,Normal Draft
1,0,20,1720,False,[187395],"(11, 4)",Talon,Blue,3,True,430.0,Ranked Solo/Duo
0,0,11,1081,True,[],"(11, 4)",Ekko,Blue,3,False,270.25,Ranked Solo/Duo
0,0,28,1395,True,[],"(4, 11)",Karthus,Blue,3,False,348.75,Ranked Solo/Duo
1,0,24,1635,False,[223002],"(6, 11)",Udyr,Blue,3,False,408.75,Ranked Solo/Duo
0,1,24,1403,True,[],"(4, 11)",Vi,No Item,3,False,350.75,Ranked Solo/Duo
0,0,24,1286,False,[],"(11, 4)",Elise,Red,3,False,321.5,Ranked Solo/Duo
1,0,24,1649,False,[237334],"(11, 4)",Shyvana,Red,3,False,412.25,Ranked Solo/Duo
0,0,24,1315,True,[],"(11, 4)",Brand,Red,3,False,328.75,Ranked Solo/Duo
0,0,24,1350,False,[],"(11, 4)",MasterYi,Blue,3,False,337.5,Normal Draft
0,0,24,1296,True,[],"(11, 4)",Khazix,Blue,3,False,324.0,Normal Draft
0,0,28,1395,False,[],"(11, 4)",Nocturne,Red,4,False,348.75,Normal Draft
0,0,20,1240,True,[],"(4, 11)",RekSai,Blue,3,False,310.0,Normal Draft
